,rank,name,net_worth (in billion $),age,country / territory,source,industry
2359,2259,"Cargill MacMillan, III.",1.2,63.0,United States,Cargill,Food & Beverage
2360,2259,Jonathan Oringer,1.2,48.0,United States,Stock photos,Technology
2361,2259,Dhruv Sawhney,1.2,78.0,India,"Engineering, sugar",Construction & Engineering
2362,2259,Luc Tack,1.2,61.0,Belgium,"Textile, chemicals",Manufacturing
2363,2259,Drorit Wertheim,1.2,67.0,Israel,Coca Cola Israel,Food & Beverage
2364,2259,Zan Shengda,1.2,60.0,China,Diversified,Diversified
2365,2259,Michael Arougheti,1.2,50.0,United States,Finance,Finance & Investments
2366,2259,Darwin Deason,1.2,82.0,United States,Software,Service
2367,2259,Dan Gertler,1.2,49.0,Israel,Mining,Metals & Mining
2368,2259,Kim Kardashian,1.2,42.0,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail
2369,2259,Frederic Luddy,1.2,68.0,United States,Software,Technology
2370,2259,Axel Oberwelland & family,1.2,56.0,Germany,Candy,Food & Beverage
2372,2259,Eddy Sugianto,1.2,77.0,Indonesia,Coal,Metals & Mining
2373,2259,J. Wayne Weaver,1.2,87.0,United States,Shoes,Diversified
2374,2259,Matei Zaharia,1.2,37.0,Romania,Data analytics,Technology
2375,2259,Zhu Xingliang,1.2,63.0,China,Construction,Construction & Engineering
2376,2259,Friederike Braun-Luedicke,1.2,39.0,Germany,Medical technology,Healthcare
2377,2259,Fang Hongbo,1.2,56.0,China,Home appliances,Manufacturing
2378,2259,Huang Guanlin,1.2,58.0,China,"Textiles, apparel",Fashion & Retail
2379,2259,Li Li,1.2,59.0,China,Pharmaceuticals,Healthcare
2380,2259,Alan Miller & family,1.2,85.0,United States,Healthcare services,Healthcare
2381,2259,Andrei Rappoport,1.2,59.0,Russia,Investments,Finance & Investments
2382,2259,Mike Speiser,1.2,52.0,United States,Software,Technology
2383,2259,Thongma Vijitpongpun,1.2,65.0,Thailand,Real estate,Real Estate
2384,2259,Xu Shijun & family,1.2,60.0,China,Manufacturing,Manufacturing
2385,2259,Eva Maria Braun-Luedicke,1.2,36.0,Germany,Medical technology,Healthcare
2386,2259,Jose Ermirio de Moraes Neto,1.2,70.0,Brazil,Diversified,Diversified
2387,2259,Lawrence Ho,1.2,46.0,Hong Kong,Casinos,Gambling & Casinos
2388,2259,Li Guoqing,1.2,53.0,China,Petro Fibre,Manufacturing
2389,2259,Jeffrey Michael & family,1.2,66.0,United States,Data management,Technology
2390,2259,Jimmy Rane,1.2,76.0,United States,Lumber,Manufacturing
2391,2259,Abhay Soi,1.2,49.0,India,Healthcare,Healthcare
2392,2259,Sandro Veronesi & family,1.2,63.0,Italy,Fashion,Fashion & Retail
2393,2259,Xu Jin,1.2,58.0,China,Wine,Food & Beverage
2394,2259,Sanjay Agarwal,1.2,52.0,India,Banking,Finance & Investments
2395,2259,Jeffrey Cheah,1.2,78.0,Malaysia,"Property, healthcare",Real Estate
2396,2259,David Feffer,1.2,66.0,Brazil,Pulp and paper,Manufacturing
2397,2259,Sam Hupert,1.2,68.0,Australia,Technology,Technology
2398,2259,Li Ruiqiang,1.2,43.0,China,Medical services,Healthcare
2399,2259,Ulrich Mommert & family,1.2,82.0,Austria,Lighting,Automotive
2401,2259,Marco Squinzi,1.2,51.0,Italy,Chemical products,Construction & Engineering
2402,2259,Thomas von Koch,1.2,57.0,Sweden,Asset management,Finance & Investments
2403,2259,Wanmao Xu,1.2,78.0,China,Education,Service
2405,2405,Rahul Gautam,1.1,70.0,India,Mattresses,Fashion & Retail
2406,2405,Chatchai Kaewbootta,1.1,71.0,Thailand,Auto loans,Finance & Investments
2407,2405,Lee Joong-keun,1.1,82.0,South Korea,"Construction, real estate",Construction & Engineering
2408,2405,Adrian Paval,1.1,54.0,Romania,Retail,Fashion & Retail
2409,2405,Sun Hongjun,1.1,49.0,China,Semiconductors,Technology
2410,2405,Tiger Woods,1.1,47.0,United States,Golf,Sports
2411,2405,Zhang Xuansong,1.1,51.0,China,Supermarkets,Fashion & Retail
2412,2405,Thomas Bruch,1.1,72.0,Germany,Retail,Fashion & Retail
2413,2405,Weili Dai,1.1,61.0,United States,Semiconductors,Technology
2414,2405,David Golub,1.1,60.0,United States,Private equity,Finance & Investments
2415,2405,Nikhil Kamath,1.1,36.0,India,Financial services,Finance & Investments
2416,2405,Nancy Lerner,1.1,62.0,United States,"Banking, credit cards",Finance & Investments
2417,2405,Antonio Percassi,1.1,69.0,Italy,"Real estate, diversified",Diversified
2418,2405,Sun Weijie,1.1,59.0,China,Oilfield equipment,Manufacturing
2419,2405,Horst Wortmann,1.1,81.0,Germany,Footwear,Fashion & Retail
2420,2405,Zhang Xuewu,1.1,48.0,China,Snacks,Food & Beverage
2421,2405,Marina Budiman,1.1,61.0,Indonesia,Data centers,Technology
2423,2405,Pavel Golubkov,1.1,47.0,Russia,"Building, development",Real Estate
2424,2405,Jonas Kamprad,1.1,57.0,Sweden,IKEA,Finance & Investments
2425,2405,Norma Lerner,1.1,87.0,United States,Banking,Finance & Investments
2426,2405,Kevin Plank,1.1,50.0,United States,Under Armour,Fashion & Retail
2427,2405,Sehat Sutardja,1.1,61.0,United States,Semiconductors,Technology
2428,2405,Wu Kaiting,1.1,53.0,Hong Kong,Electronics,Telecom
2429,2405,Zhu Yiming,1.1,50.0,China,Semiconductors,Technology
2430,2405,Henadiy Boholyubov,1.1,61.0,Ukraine,"Banking, investments",Diversified
2431,2405,Liying Chen,1.1,47.0,China,Package delivery,Logistics
2432,2405,Robert Fisher,1.1,69.0,United States,Gap,Fashion & Retail
2433,2405,Huang Shan,1.1,52.0,China,Software,Technology
2434,2405,Andrei Kosogov,1.1,62.0,Russia,Banking,Energy
2435,2405,Renu Munjal,1.1,68.0,India,Two wheelers,Automotive
2436,2405,Michael Spencer,1.1,67.0,United Kingdom,Stock exchange,Finance & Investments
2437,2405,Long Wan,1.1,82.0,China,Food,Food & Beverage
2438,2405,Yeh Kuo-I,1.1,81.0,Taiwan,Manufacturing,Manufacturing
2439,2405,Lloyd Blankfein,1.1,68.0,United States,Banking,Finance & Investments
2440,2405,Gang Chen,1.1,55.0,China,Solar energy,Energy
2441,2405,Paul Fireman,1.1,79.0,United States,Reebok,Fashion & Retail
2442,2405,David Hindawi,1.1,78.0,United States,Software,Technology
2443,2405,Koo Bon-sik,1.1,64.0,South Korea,LG,Technology
2444,2405,Pawan Munjal,1.1,68.0,India,Two wheelers,Automotive
2445,2405,Dean Solon,1.1,58.0,United States,Solar systems,Energy
2446,2405,Peter-Alexander Wacker,1.1,71.0,Germany,Chemicals,Manufacturing
2447,2405,Yanqiao Ye,1.1,53.0,China,Soy sauce,Food & Beverage
2448,2405,Sara Blakely,1.1,52.0,United States,Spanx,Fashion & Retail
2449,2405,Chen Baohua,1.1,61.0,China,Pharmaceutical,Healthcare
2450,2405,Gleb Fetisov,1.1,56.0,Russia,Investments,Telecom
2452,2405,Carsten Koerl,1.1,58.0,Germany,Sports data,Sports
2453,2405,Soichiro Minami,1.1,46.0,Japan,Internet and software,Technology
2454,2405,Rajesh Sharma,1.1,53.0,India,Finance,Finance & Investments
2455,2405,Arkady Volozh,1.1,59.0,Russia,Search engine,Technology
2456,2405,Ye Qiongjiu,1.1,68.0,China,Software,Technology
2457,2405,Abigail Bennett,1.1,42.0,United States,Liquor,Food & Beverage
2458,2405,Chang Jing,1.1,40.0,China,Technology,Technology
2459,2405,Ruben Feffer,1.1,53.0,Brazil,Pulp and paper,Manufacturing
2461,2405,Kangbao Ke & family,1.1,60.0,China,Retailing,Healthcare
2462,2405,Lyu Yixiong,1.1,60.0,China,Cosmetics,Fashion & Retail
2463,2405,Paul Sciarra,1.1,42.0,United States,Pinterest,Technology
2464,2405,Tung Ching Sai,1.1,58.0,China,Manufacturing,Manufacturing
2465,2405,Yao Hsiao Tung,1.1,83.0,Singapore,Manufacturing,Manufacturing
2466,2405,Joseph Bae,1.1,51.0,United States,Private equity,Finance & Investments
2467,2405,Marina Caprotti,1.1,45.0,Italy,Supermarkets,Food & Beverage
2468,2405,Daniel Feffer,1.1,63.0,Brazil,Pulp and paper,Manufacturing
2469,2405,He Zuxun,1.1,57.0,China,Pig breeding,Food & Beverage
2470,2405,Ali Metin Kazanci,1.1,88.0,Turkey,Energy,Energy
2471,2405,Lu Rongfu,1.1,52.0,China,Telecommunication,Telecom
2472,2405,Matthew Roszak,1.1,50.0,United States,Cryptocurrency,Finance & Investments
2473,2405,Tsao Ter-fung,1.1,76.0,Taiwan,Food,Food & Beverage
2474,2405,Xue Jiping,1.1,72.0,China,Cable,Telecom
2475,2405,Prem Kumar Arora,1.1,84.0,India,Pharmaceuticals,Healthcare
2476,2405,Giuliana Caprotti,1.1,82.0,Italy,Supermarkets,Food & Beverage
2477,2405,Gabriel Escarrer,1.1,88.0,Spain,Hotels,Service
2478,2405,Polys Haji-Ioannou,1.1,63.0,Cyprus,EasyJet,Service
2479,2405,Sunjay Kapur,1.1,51.0,United States,Auto parts,Automotive
2480,2405,Jeffrey Lorberbaum,1.1,68.0,United States,Flooring,Manufacturing
2481,2405,Helena Revoredo,1.1,76.0,Spain,Security services,Service
2482,2405,Vonnarat Tangkaravakoon,1.1,51.0,Thailand,"Wire & cables, paints",Manufacturing
2483,2405,Xu Jiangnan,1.1,61.0,China,Vitamins,Healthcare
2484,2405,Farkhad Akhmedov,1.1,67.0,Russia,Investments,Energy
2485,2405,Cao Kejian,1.1,60.0,China,Air compressors,Manufacturing
2486,2405,Henry Engelhardt,1.1,65.0,United States,Insurance,Finance & Investments
2487,2405,Said Gutseriev,1.1,34.0,Russia,"Retail, investments",Energy
2488,2405,Fumio Kaneko,1.1,66.0,Japan,Waste management,Service
2489,2405,Lin Zhixiong & family,1.1,49.0,China,Medical devices,Healthcare
2490,2405,Rao Wei & family,1.1,58.0,China,Pharmaceuticals,Healthcare
2491,2405,Tang Aoqi & family,1.1,77.0,China,Auto parts,Automotive
2492,2405,Xiu Laigui,1.1,68.0,China,Pharmaceuticals,Healthcare
2493,2405,Hari Krishan Agarwal,1.1,66.0,India,Sports shoes,Fashion & Retail
2495,2405,Shlomo Eliahu,1.1,87.0,Israel,Insurance,Finance & Investments
2496,2405,Philip Green,1.1,71 years,United Kingdom,Fashion retail,Fashion & Retail
2497,2405,Peter Kamprad,1.1,59.0,Sweden,IKEA,Finance & Investments
2498,2405,Lin Zhijun,1.1,47.0,China,Medical devices,Healthcare
2499,2405,Pu Zhongjie & family,1.1,60.0,China,Medical equipment,Healthcare
2500,2405,Tan Yu Yeh,1.1,52.0,Malaysia,Retail,Fashion & Retail
2501,2405,Wu Xiangdong,1.1,54.0,China,Consumer,Food & Beverage
2502,2405,Zhuo Jun,1.1,57.0,Hong Kong,Printed circuit boards,Manufacturing
2503,2405,Pradip Burman,1.1,80.0,India,Consumer goods,Food & Beverage
2504,2405,Deng Yingzhong,1.1,72.0,China,Paper,Manufacturing
2506,2405,Mathias Kamprad,1.1,53.0,Sweden,IKEA,Finance & Investments
2507,2405,Randolph Lerner,1.1,61.0,United States,"Banking, credit cards",Finance & Investments
2508,2405,G.V. Prasad,1.1,62.0,India,Pharmaceuticals,Healthcare
2509,2405,Min-Liang Tan,1.1,45.0,Singapore,Gaming,Media & Entertainment
2510,2405,Wu Li-gann,1.1,82.0,Taiwan,Electronic components,Manufacturing
2511,2405,Zhu Zhaojiang,1.1,49.0,China,Smartphones,Manufacturing
2512,2405,Oleg Boyko,1.1,58.0,Russia,Diversified,Diversified
2513,2405,Chen Xueling,1.1,55.0,China,Stationery,Manufacturing
2514,2405,Donald Friese,1.1,82.0,United States,Manufacturing,Manufacturing
2515,2405,Hiroshi Ishibashi,1.1,76.0,Japan,Tires,Automotive
2516,2405,Arvind Lal,1.1,73.0,India,Medical diagnostics,Healthcare
2517,2405,Dmitry Nikolaev,1.1,56.0,Russia,Coal,Energy
2518,2405,Zachary Stern,1.1,41.0,United States,Liquor,Food & Beverage
2519,2405,Lars Wingefors,1.1,46.0,Sweden,Video games,Media & Entertainment
2520,2405,Zeng Chaolin,1.1,40.0,China,Aluminium,Metals & Mining
2521,2405,Stephane Bonvin,1.1,56.0,Switzerland,Real estate,Real Estate
2522,2405,Tony Chen,1.1,73.0,Taiwan,Electronics,Technology
2523,2405,Bernd Freier,1.1,66.0,Germany,Fashion retail,Fashion & Retail
2524,2405,Huang Xiaofen & family,1.1,61.0,China,Printed circuit boards,Technology
2525,2405,Yogesh Kothari,1.1,74.0,India,Specialty chemicals,Manufacturing
2526,2405,Suman Munjal,1.1,70.0,India,Motorcycles,Automotive
2527,2405,Joseph Steinberg,1.1,79.0,United States,Investments,Finance & Investments
2528,2405,Wang Han,1.1,35.0,China,Airline,Diversified
2529,2405,Yu Faxiang,1.1,51.0,China,"Tourism, cultural industry",Media & Entertainment
2530,2405,Ryan Breslow,1.1,28.0,United States,E-commerce software,Technology
2531,2405,Cheng Lili,1.1,58.0,China,Poultry breeding,Food & Beverage
2532,2405,Gan Zhongru,1.1,74.0,China,Pharmaceuticals,Healthcare
2533,2405,Masayuki Ishihara,1.1,74.0,Japan,Pachinko machines,Gambling & Casinos
2534,2405,Manuel Lao Hernández,1.1,78.0,Spain,Casinos,Gambling & Casinos
2535,2405,Sjamsul Nursalim,1.1,81.0,Indonesia,"Tires, retail",Automotive
2536,2405,Manny Stul,1.1,73.0,Australia,Toys,Manufacturing
2537,2405,Allan Wong,1.1,73.0,Hong Kong,Electronics,Manufacturing
2538,2405,Kapeng Zhang,1.1,58.0,China,Building materials,Construction & Engineering
2539,2540,Edouard Carmignac,1.0,75.0,France,Asset management,Finance & Investments
2540,2540,Feng Yuxia,1.0,58.0,China,Pharmaceuticals,Healthcare
2541,2540,Hedda im Brahm-Droege,1.0,68.0,Germany,Investments,Finance & Investments
2542,2540,Richard Kurtz,1.0,82.0,United States,Real estate,Real Estate
2543,2540,Lu Yonghua & family,1.0,59.0,China,Electronics,Technology
2544,2540,Toto Wolff,1.0,51.0,Austria,Sports,Sports
2545,2540,Scott Smith,1.0,73.0,United States,Cloud computing,Technology
2547,2540,Benedicte Find,1.0,68.0,Denmark,Medical devices,Healthcare
2548,2540,Inder Jaisinghani,1.0,70.0,India,Cables & wires,Manufacturing
2549,2540,Lev Kvetnoi,1.0,57.0,Russia,Cement,Finance & Investments
2550,2540,Ma Xiuhui,1.0,52.0,China,LED lighting,Manufacturing
2551,2540,Petter Stordalen & family,1.0,60.0,Norway,Hotels,Service
2552,2540,Franziska Wuerbser,1.0,35.0,Germany,Kitchen appliances,Manufacturing
2553,2540,Lu Yonghua & family,1.0,59.0,China,Electronics,Technology
2554,2540,Chen Jiancheng,1.0,64.0,China,Manufacturing,Manufacturing
2555,2540,William Fisher,1.0,66.0,United States,Gap,Fashion & Retail
2556,2540,LeBron James,1.0,38.0,United States,Basketball,Sports
2557,2540,Michiel Le Roux,1.0,73.0,South Africa,Banking,Finance & Investments
2558,2540,Apoorva Mehta,1.0,36.0,Canada,Grocery delivery service,Technology
2559,2540,Ivan Streshinsky,1.0,53.0,Russia,"Metals, telecom",Diversified
2560,2540,Xie Bingzheng & family,1.0,54.0,China,Apparel,Fashion & Retail
2561,2540,Ma Xiuhui,1.0,52.0,China,LED lighting,Manufacturing
2562,2540,Ludwig Theodor Braun,1.0,33.0,Germany,Medical technology,Healthcare
2563,2540,Turgay Ciner,1.0,67.0,Turkey,Diversified,Diversified
2564,2540,Hong Feng,1.0,46.0,China,Smartphones,Technology
2565,2540,Ihor Kolomoyskyy,1.0,60.0,Israel,"Banking, investments",Diversified
2566,2540,George Sakellaris,1.0,76.0,United States,Energy services,Energy
2567,2540,Wang Jianfeng & family,1.0,53.0,China,Auto parts,Automotive
2568,2540,Vera Rechulski Santo Domingo,1.0,74.0,Brazil,Beer,Food & Beverage
2569,2540,Karl Friedrich Braun,1.0,40.0,Germany,Medical technology,Healthcare
2570,2540,Pollyanna Chu,1.0,64.0,Hong Kong,"Financial services, property",Finance & Investments
2571,2540,Ghan Djoe Hiang,1.0,79.0,Indonesia,Coal,Energy
2572,2540,Kim Jung-woong,1.0,48.0,South Korea,Cosmetics,Fashion & Retail
2573,2540,Vera Rechulski Santo Domingo,1.0,74.0,Brazil,Beer,Food & Beverage
2574,2540,Wan Feng & family,1.0,54.0,China,Medical equipment,Healthcare
2575,2540,Inigo Zobel,1.0,66.0,Philippines,Diversified,Diversified
2577,2540,Johanna Braun,1.0,43.0,Germany,Medical technology,Healthcare
2578,2540,John Christodoulou,1.0,57.0,United Kingdom,Real estate,Real Estate
2579,2540,He Yamin & family,1.0,66.0,China,Manufacturing,Manufacturing
2580,2540,Muhammed Aziz Khan,1.0,68.0,Bangladesh,Power,Energy
2582,2540,Shigefumi Wada,1.0,70.0,Japan,Software,Technology
2583,2540,Zhang Guiping & family,1.0,71.0,China,Real estate,Real Estate
2584,2540,Tyler Perry,1.0,53.0,United States,"Movies, television",Media & Entertainment
2585,2540,Anna Maria Braun,1.0,44.0,Germany,Medical technology,Healthcare
2586,2540,Kochouseph Chittilappilly,1.0,72.0,India,Electrical appliances,Manufacturing
2587,2540,Hang Hong,1.0,55.0,China,Machinery,Manufacturing
2588,2540,Brad Keywell,1.0,53.0,United States,"Software, investments",Technology
2589,2540,Tyler Perry,1.0,53.0,United States,"Movies, television",Media & Entertainment
2590,2540,Murat Vargi,1.0,75.0,Turkey,Telecom,Telecom
2591,2540,Zhang Gongyun,1.0,60.0,China,Tyre manufacturing machinery,Manufacturing
2592,2540,Stanley Motta,1.0,77.0,Panama,Finance,Finance & Investments
2593,2540,Ryuji Arai,1.0,76.0,Japan,Retail,Fashion & Retail
2594,2540,Cheng Antares,1.0,65.0,Hong Kong,Liquor,Food & Beverage
2595,2540,Stelios Haji-Ioannou,1.0,56.0,Cyprus,EasyJet,Service
2596,2540,Ken Kendrick,1.0,79.0,United States,"Banking, sports team",Sports
2597,2540,Stanley Motta,1.0,77.0,Panama,Finance,Finance & Investments
2598,2540,Kenzo Tsujimoto,1.0,82.0,Japan,Video games,Media & Entertainment
2599,2540,"Richard Yuengling, Jr.",1.0,80.0,United States,Beer,Food & Beverage
2600,2540,Fulvio Montipò & family,1.0,78.0,Italy,Hydraulic pumps,Manufacturing
2601,2540,Christian Angermayer,1.0,44.0,Germany,Investments,Finance & Investments
2602,2540,Yuantai Chen,1.0,55.0,China,Batteries,Energy
2603,2540,Clelia Haji-Ioannou,1.0,52.0,Cyprus,EasyJet,Service
2604,2540,Marcelo Kalim,1.0,53.0,Brazil,Banking,Finance & Investments
2605,2540,Fulvio Montipò & family,1.0,78.0,Italy,Hydraulic pumps,Manufacturing
2606,2540,David Tran & family,1.0,77.0,United States,Hot sauce,Food & Beverage
2607,2540,Yu Rong,1.0,51.0,China,Health clinics,Healthcare
2608,2540,Andrei Molchanov,1.0,51.0,Russia,Construction materials,Construction & Engineering
2609,2540,Manohar Lal Agarwal,1.0,68.0,India,Snacks,Food & Beverage
2610,2540,Tianqiao Chen,1.0,49.0,China,Online games,Technology
2611,2540,Sven Hagströmer,1.0,79.0,Sweden,Financial services,Finance & Investments
2612,2540,Ashok Kajaria,1.0,75.0,India,Tiles,Manufacturing
2613,2540,Loo Choon Yong,1.0,74.0,Singapore,Healthcare,Healthcare
2614,2540,Andrei Molchanov,1.0,51.0,Russia,Construction materials,Construction & Engineering
2615,2540,Haryanto Tjiptodihardjo,1.0,59.0,Indonesia,Manufacturing,Manufacturing
2616,2540,Yi Xianzhong & family,1.0,63.0,China,Pharmaceuticals,Healthcare
2617,2540,Ulrike Meister,1.0,56.0,Germany,Appliances,Manufacturing
2618,2540,Chen Shiliang,1.0,59.0,China,Polyester,Manufacturing
2619,2540,Jianming Geng,1.0,60.0,China,Real estate,Real Estate
2620,2540,Morris Kahn,1.0,93.0,Israel,Software,Technology
2621,2540,Liu Baolin,1.0,69.0,China,Pharmacies,Fashion & Retail
2622,2540,Ulrike Meister,1.0,56.0,Germany,Appliances,Manufacturing
2623,2540,Wijono Tanoko,1.0,70.0,Indonesia,Paints,Manufacturing
2624,2540,Yan Junxu,1.0,53.0,China,Manufacturing,Manufacturing
2626,2540,Rui Chen,1.0,45.0,China,Online entertainment,Media & Entertainment
2627,2540,Gao Yunfeng,1.0,56.0,China,Industrial lasers,Manufacturing
2628,2540,Johan Johannson,1.0,56.0,Norway,Grocery stores,Fashion & Retail
2629,2540,Li Wanqiang,1.0,45.0,China,Smartphones,Technology
2631,2540,Sergei Sudarikov,1.0,51.0,Russia,"Finance, development",Finance & Investments
2632,2540,Xu Gang,1.0,59.0,China,Chemicals,Manufacturing
2633,2540,Apoorva Mehta,1.0,36.0,Canada,Grocery delivery service,Technology
2634,2540,Jimmy Buffett,1.0,76.0,United States,"Entertainment, Margaritaville",Media & Entertainment
2635,2540,Mark Dixon,1.0,63.0,United Kingdom,Office real estate,Real Estate
2636,2540,Hu Gengxi & family,1.0,59.0,China,Bio-Pharma,Healthcare
2637,2540,Koo Bon-neung,1.0,74.0,South Korea,Electronics,Manufacturing
2638,2540,Neerja Sethi,1.0,68.0,United States,"IT consulting, outsourcing",Technology
2639,2540,V. Prem Watsa,1.0,72.0,Canada,"Insurance, investments",Finance & Investments
2640,2540,Eddy Kusnadi Sariaatmadja,1.0,69.0,Indonesia,"Media, tech",Media & Entertainment
2641,2540,Ana Maria Brescia Cafferata,1.0,98.0,Peru,"Mining, banking",Diversified
2642,2540,Benoit Dageville,1.0,56.0,United States,Software,Technology
2643,2540,Hong Seok-joh,1.0,70.0,South Korea,Convenience stores,Fashion & Retail
2644,2540,Kong Jian Min,1.0,55.0,China,Real estate,Real Estate
2645,2540,Eddy Kusnadi Sariaatmadja,1.0,69.0,Indonesia,"Media, tech",Media & Entertainment
2646,2540,Masaru Wasami,1.0,77.0,Japan,Logistics,Logistics
2647,2540,George Sakellaris,1.0,76.0,United States,Energy services,Energy
2648,2540,Hideyuki Busujima,1.0,70.0,Japan,Pachinko machines,Gambling & Casinos
